% Each event is a 'snapshot' of detector, it consists of data taken
% from all 4482 wires: energy and relative time.
% 
% Event is written only when hodoscope detects particle. Relative time
% is difference between time when straw tube detected energy and time of
% hodoscope.
% 
% Data in train.csv is organized as following:
% 
% event_id - zero-based index of event
% wire_id - zero-based index of wire
% global_id - zero-based identifier for each entry in file
% energy - energy deposited at wire 
% relative_time = ( time of readout - hodoscope time)
% label (0 = not activated, 1=signal hit, 2=background hit)
% Wire with zero energy deposition is not activated.
@RELATION "COMET tracking MC"

@ATTRIBUTE global_id INTEGER
@ATTRIBUTE event_id INTEGER
@ATTRIBUTE wire_id INTEGER
@ATTRIBUTE energy_deposit REAL
@ATTRIBUTE relative_time REAL
@ATTRIBUTE label INTEGER

@DATA
761967.0,170.0,27.0,0.0,0.0,0.0
761968.0,170.0,28.0,0.0,0.0,0.0
761969.0,170.0,29.0,0.0,0.0,0.0
761970.0,170.0,30.0,0.0,0.0,0.0
761971.0,170.0,31.0,0.0,0.0,0.0
761972.0,170.0,32.0,0.0,0.0,0.0
761973.0,170.0,33.0,5.76438128728e-05,904.0775966,0.0
761974.0,170.0,34.0,1.27585252598e-05,2.56574565412,0.0
761975.0,170.0,35.0,0.0,0.0,0.0
761976.0,170.0,36.0,3.82074852236e-05,1096.31294141,0.0
761977.0,170.0,37.0,0.0,0.0,0.0
761978.0,170.0,38.0,0.0,0.0,0.0
761979.0,170.0,39.0,0.0,0.0,0.0
761980.0,170.0,40.0,0.0,0.0,0.0
761981.0,170.0,41.0,0.0,0.0,0.0
761982.0,170.0,42.0,0.0,0.0,0.0
761983.0,170.0,43.0,2.90719996295e-06,546.041667546,0.0
761984.0,170.0,44.0,1.46121817692e-05,400.225771085,0.0
761985.0,170.0,45.0,0.0,0.0,0.0
761986.0,170.0,46.0,0.0,0.0,0.0
761987.0,170.0,47.0,0.0,0.0,0.0
761988.0,170.0,48.0,0.0,0.0,0.0
761989.0,170.0,49.0,0.0,0.0,0.0
761990.0,170.0,50.0,0.0,0.0,0.0
761991.0,170.0,51.0,0.0,0.0,0.0
761992.0,170.0,52.0,0.0,0.0,0.0
761993.0,170.0,53.0,0.0,0.0,0.0
761994.0,170.0,54.0,0.0,0.0,0.0
761995.0,170.0,55.0,0.0,0.0,0.0
761996.0,170.0,56.0,0.0,0.0,0.0
761997.0,170.0,57.0,0.0,0.0,0.0
761998.0,170.0,58.0,0.0,0.0,0.0
761999.0,170.0,59.0,0.0,0.0,0.0
762000.0,170.0,60.0,0.0,0.0,0.0
762001.0,170.0,61.0,0.0,0.0,0.0
762002.0,170.0,62.0,0.0,0.0,0.0
762003.0,170.0,63.0,0.0,0.0,0.0
762004.0,170.0,64.0,0.0,0.0,0.0
762005.0,170.0,65.0,0.0,0.0,0.0
762006.0,170.0,66.0,0.0,0.0,0.0
762007.0,170.0,67.0,0.0,0.0,0.0
762008.0,170.0,68.0,0.0,0.0,0.0
762009.0,170.0,69.0,0.0,0.0,0.0
762010.0,170.0,70.0,0.0,0.0,0.0
762011.0,170.0,71.0,0.0,0.0,0.0
762012.0,170.0,72.0,0.0,0.0,0.0
762013.0,170.0,73.0,0.0,0.0,0.0
762014.0,170.0,74.0,0.0,0.0,0.0
762015.0,170.0,75.0,5.56795705181e-07,442.863542152,1.0
762016.0,170.0,76.0,3.17541985123e-06,1169.21149822,1.0
762017.0,170.0,77.0,8.47650168999e-07,651.37216762,1.0
762018.0,170.0,78.0,0.0,0.0,0.0
762019.0,170.0,79.0,0.0,0.0,0.0
762020.0,170.0,80.0,0.0,0.0,0.0
762021.0,170.0,81.0,0.0,0.0,0.0
762022.0,170.0,82.0,0.0,0.0,0.0
762023.0,170.0,83.0,0.0,0.0,0.0
762024.0,170.0,84.0,0.0,0.0,0.0
762025.0,170.0,85.0,0.0,0.0,0.0
762026.0,170.0,86.0,0.0,0.0,0.0
762027.0,170.0,87.0,0.0,0.0,0.0
762028.0,170.0,88.0,0.0,0.0,0.0
762029.0,170.0,89.0,0.0,0.0,0.0
762030.0,170.0,90.0,0.0,0.0,0.0
762031.0,170.0,91.0,0.0,0.0,0.0
762032.0,170.0,92.0,0.0,0.0,0.0
762033.0,170.0,93.0,0.0,0.0,0.0
762034.0,170.0,94.0,0.0,0.0,0.0
762035.0,170.0,95.0,0.0,0.0,0.0
762036.0,170.0,96.0,0.0,0.0,0.0
762037.0,170.0,97.0,0.0,0.0,0.0
762038.0,170.0,98.0,0.0,0.0,0.0
762039.0,170.0,99.0,0.0,0.0,0.0
762040.0,170.0,100.0,0.0,0.0,0.0
762041.0,170.0,101.0,0.0,0.0,0.0
762042.0,170.0,102.0,0.0,0.0,0.0
762043.0,170.0,103.0,0.0,0.0,0.0
762044.0,170.0,104.0,0.0,0.0,0.0
762045.0,170.0,105.0,0.0,0.0,0.0
762046.0,170.0,106.0,0.0,0.0,0.0
762047.0,170.0,107.0,0.0,0.0,0.0
762048.0,170.0,108.0,2.83110470652e-06,739.995321842,0.0
762049.0,170.0,109.0,6.15212820859e-06,604.617868881,0.0
762050.0,170.0,110.0,8.41349521925e-06,529.739406162,0.0
762051.0,170.0,111.0,1.52035506504e-06,674.603793435,0.0
762052.0,170.0,112.0,0.0,0.0,0.0
762053.0,170.0,113.0,0.0,0.0,0.0
762054.0,170.0,114.0,1.06417735059e-06,189.383213699,1.0
762055.0,170.0,115.0,2.95751048919e-06,162.734764927,1.0
762056.0,170.0,116.0,5.51902820308e-07,237.378549114,1.0
762057.0,170.0,117.0,0.0,0.0,0.0
762058.0,170.0,118.0,0.0,0.0,0.0
762059.0,170.0,119.0,0.0,0.0,0.0
762060.0,170.0,120.0,0.0,0.0,0.0
762061.0,170.0,121.0,0.0,0.0,0.0
762062.0,170.0,122.0,0.0,0.0,0.0
762063.0,170.0,123.0,0.0,0.0,0.0
762064.0,170.0,124.0,0.0,0.0,0.0
762065.0,170.0,125.0,0.0,0.0,0.0
762066.0,170.0,126.0,4.96885068626e-05,704.493223339,0.0
762067.0,170.0,127.0,0.0,0.0,0.0
762068.0,170.0,128.0,0.0,0.0,0.0
762069.0,170.0,129.0,0.0,0.0,0.0
762070.0,170.0,130.0,0.0,0.0,0.0
762071.0,170.0,131.0,1.69530687057e-06,529.075419002,0.0
762072.0,170.0,132.0,0.0,0.0,0.0
762073.0,170.0,133.0,0.0,0.0,0.0
762074.0,170.0,134.0,0.0,0.0,0.0
762075.0,170.0,135.0,0.0,0.0,0.0
762076.0,170.0,136.0,0.0,0.0,0.0
762077.0,170.0,137.0,0.0,0.0,0.0
762078.0,170.0,138.0,0.0,0.0,0.0
762079.0,170.0,139.0,0.0,0.0,0.0
762080.0,170.0,140.0,0.0,0.0,0.0
762081.0,170.0,141.0,0.0,0.0,0.0
762082.0,170.0,142.0,0.0,0.0,0.0
762083.0,170.0,143.0,0.0,0.0,0.0
762084.0,170.0,144.0,0.0,0.0,0.0
762085.0,170.0,145.0,2.65401194254e-05,551.552749429,0.0
762086.0,170.0,146.0,0.0,0.0,0.0
762087.0,170.0,147.0,0.0,0.0,0.0
762088.0,170.0,148.0,0.0,0.0,0.0
762089.0,170.0,149.0,3.6610367504e-05,48.0097061646,0.0
762090.0,170.0,150.0,6.97608815881e-05,185.999598556,0.0
762091.0,170.0,151.0,2.99733293862e-08,955.124619969,0.0
762092.0,170.0,152.0,1.81842778974e-06,32.88426189,0.0
762093.0,170.0,153.0,5.73408350058e-08,138.893817948,0.0
762094.0,170.0,154.0,0.0,0.0,0.0
762095.0,170.0,155.0,0.000314542604548,719.598438147,0.0
762096.0,170.0,156.0,3.18065960303e-06,12.1251518669,0.0
762097.0,170.0,157.0,0.0,0.0,0.0
762098.0,170.0,158.0,0.0,0.0,0.0
762099.0,170.0,159.0,0.0,0.0,0.0
762100.0,170.0,160.0,3.57883689317e-05,1152.49569294,0.0
762101.0,170.0,161.0,0.0,0.0,0.0
762102.0,170.0,162.0,0.0,0.0,0.0
762103.0,170.0,163.0,0.0,0.0,0.0
762104.0,170.0,164.0,1.34371088849e-06,1143.22946705,0.0
762105.0,170.0,165.0,0.0,0.0,0.0
762106.0,170.0,166.0,0.0,0.0,0.0
762107.0,170.0,167.0,0.0,0.0,0.0
762108.0,170.0,168.0,0.0,0.0,0.0
762109.0,170.0,169.0,0.0,0.0,0.0
762110.0,170.0,170.0,0.0,0.0,0.0
762111.0,170.0,171.0,0.0,0.0,0.0
762112.0,170.0,172.0,0.0,0.0,0.0
762113.0,170.0,173.0,0.0,0.0,0.0
762114.0,170.0,174.0,0.0,0.0,0.0
762115.0,170.0,175.0,0.0,0.0,0.0
762116.0,170.0,176.0,0.0,0.0,0.0
762117.0,170.0,177.0,0.0,0.0,0.0
762118.0,170.0,178.0,0.0,0.0,0.0
762119.0,170.0,179.0,0.0,0.0,0.0
762120.0,170.0,180.0,0.0,0.0,0.0
762121.0,170.0,181.0,0.0,0.0,0.0
762122.0,170.0,182.0,0.0,0.0,0.0
762123.0,170.0,183.0,8.37395671824e-05,514.624137493,0.0
762124.0,170.0,184.0,0.0,0.0,0.0
762125.0,170.0,185.0,9.1922692341e-07,1152.09816553,0.0
762126.0,170.0,186.0,2.05495416784e-05,403.889235206,0.0
762127.0,170.0,187.0,1.52389244447e-05,587.720125299,0.0
762128.0,170.0,188.0,0.0,0.0,0.0
762129.0,170.0,189.0,0.0,0.0,0.0
762130.0,170.0,190.0,3.80706746837e-05,918.18916737,0.0
762131.0,170.0,191.0,0.0,0.0,0.0
762132.0,170.0,192.0,0.0,0.0,0.0
762133.0,170.0,193.0,0.0,0.0,0.0
762134.0,170.0,194.0,0.0,0.0,0.0
762135.0,170.0,195.0,0.0,0.0,0.0
762136.0,170.0,196.0,0.0,0.0,0.0
762137.0,170.0,197.0,0.0,0.0,0.0
762138.0,170.0,198.0,0.0,0.0,0.0
762139.0,170.0,199.0,4.22450317635e-05,602.0,0.0
762140.0,170.0,200.0,2.13943231504e-05,814.0,0.0
762141.0,170.0,201.0,0.0,0.0,0.0
762142.0,170.0,202.0,0.0,0.0,0.0
762143.0,170.0,203.0,0.0,0.0,0.0
762144.0,170.0,204.0,0.0,0.0,0.0
762145.0,170.0,205.0,0.0,0.0,0.0
762146.0,170.0,206.0,0.0,0.0,0.0
762147.0,170.0,207.0,0.0,0.0,0.0
762148.0,170.0,208.0,0.0,0.0,0.0
762149.0,170.0,209.0,0.0,0.0,0.0
762150.0,170.0,210.0,0.0,0.0,0.0
762151.0,170.0,211.0,0.0,0.0,0.0
762152.0,170.0,212.0,6.50469555839e-05,557.302153875,0.0
762153.0,170.0,213.0,0.0,0.0,0.0
762154.0,170.0,214.0,1.28584485494e-05,6.48530070336,0.0
762155.0,170.0,215.0,0.0,0.0,0.0
762156.0,170.0,216.0,0.0,0.0,0.0
762157.0,170.0,217.0,0.0,0.0,0.0
762158.0,170.0,218.0,0.0,0.0,0.0
762159.0,170.0,219.0,0.0,0.0,0.0
762160.0,170.0,220.0,0.0,0.0,0.0
762161.0,170.0,221.0,0.0,0.0,0.0
762162.0,170.0,222.0,0.0,0.0,0.0
762163.0,170.0,223.0,0.0,0.0,0.0
762164.0,170.0,224.0,0.0,0.0,0.0
762165.0,170.0,225.0,0.0,0.0,0.0
762166.0,170.0,226.0,0.0,0.0,0.0
762167.0,170.0,227.0,0.0,0.0,0.0
762168.0,170.0,228.0,0.0,0.0,0.0
762169.0,170.0,229.0,2.35575631935e-05,180.804660769,0.0
762170.0,170.0,230.0,4.48765926896e-05,865.998384871,0.0
762171.0,170.0,231.0,0.0,0.0,0.0
762172.0,170.0,232.0,0.0,0.0,0.0
762173.0,170.0,233.0,0.0,0.0,0.0
762174.0,170.0,234.0,0.0,0.0,0.0
762175.0,170.0,235.0,0.0,0.0,0.0
762176.0,170.0,236.0,0.0,0.0,0.0
762177.0,170.0,237.0,0.0,0.0,0.0
762178.0,170.0,238.0,0.0,0.0,0.0
762179.0,170.0,239.0,0.0,0.0,0.0
762180.0,170.0,240.0,0.0,0.0,0.0
762181.0,170.0,241.0,0.0,0.0,0.0
762182.0,170.0,242.0,0.0,0.0,0.0
762183.0,170.0,243.0,0.0,0.0,0.0
762184.0,170.0,244.0,0.0,0.0,0.0
762185.0,170.0,245.0,0.0,0.0,0.0
762186.0,170.0,246.0,0.0,0.0,0.0
762187.0,170.0,247.0,0.0,0.0,0.0
762188.0,170.0,248.0,0.000613122592686,796.074208502,0.0
762189.0,170.0,249.0,0.0,0.0,0.0
762190.0,170.0,250.0,0.0,0.0,0.0
762191.0,170.0,251.0,0.0,0.0,0.0
762192.0,170.0,252.0,0.0,0.0,0.0
762193.0,170.0,253.0,1.0530032788e-05,18.2540625978,0.0
762194.0,170.0,254.0,0.0,0.0,0.0
762195.0,170.0,255.0,0.0,0.0,0.0
762196.0,170.0,256.0,0.0,0.0,0.0
762197.0,170.0,257.0,0.0,0.0,0.0
762198.0,170.0,258.0,0.0,0.0,0.0
762199.0,170.0,259.0,0.0,0.0,0.0
762200.0,170.0,260.0,0.0,0.0,0.0
762201.0,170.0,261.0,0.0,0.0,0.0
762202.0,170.0,262.0,0.0,0.0,0.0
762203.0,170.0,263.0,0.0,0.0,0.0
762204.0,170.0,264.0,0.0,0.0,0.0
762205.0,170.0,265.0,0.0,0.0,0.0
762206.0,170.0,266.0,0.0,0.0,0.0
762207.0,170.0,267.0,0.0,0.0,0.0
762208.0,170.0,268.0,1.07738260889e-06,111.012492424,1.0
762209.0,170.0,269.0,5.92073543706e-07,245.885659931,1.0
762210.0,170.0,270.0,0.0,0.0,0.0
762211.0,170.0,271.0,2.61125876906e-07,428.825320446,1.0
762212.0,170.0,272.0,1.57318779773e-06,30.106768182,1.0
762213.0,170.0,273.0,1.78688535044e-07,784.824255675,1.0
762214.0,170.0,274.0,0.0,0.0,0.0
762215.0,170.0,275.0,0.0,0.0,0.0
762216.0,170.0,276.0,0.0,0.0,0.0
762217.0,170.0,277.0,0.0,0.0,0.0
762218.0,170.0,278.0,0.0,0.0,0.0
762219.0,170.0,279.0,0.0,0.0,0.0
762220.0,170.0,280.0,0.0,0.0,0.0
762221.0,170.0,281.0,0.0,0.0,0.0
762222.0,170.0,282.0,0.0,0.0,0.0
762223.0,170.0,283.0,0.0,0.0,0.0
762224.0,170.0,284.0,0.0,0.0,0.0
762225.0,170.0,285.0,0.0,0.0,0.0
762226.0,170.0,286.0,0.0,0.0,0.0
762227.0,170.0,287.0,0.0,0.0,0.0
762228.0,170.0,288.0,0.0,0.0,0.0
762229.0,170.0,289.0,0.0,0.0,0.0
762230.0,170.0,290.0,0.0,0.0,0.0
762231.0,170.0,291.0,0.0,0.0,0.0
762232.0,170.0,292.0,0.0,0.0,0.0
762233.0,170.0,293.0,0.0,0.0,0.0
762234.0,170.0,294.0,0.0,0.0,0.0
762235.0,170.0,295.0,0.0,0.0,0.0
762236.0,170.0,296.0,0.0,0.0,0.0
762237.0,170.0,297.0,0.0,0.0,0.0
762238.0,170.0,298.0,0.0,0.0,0.0
762239.0,170.0,299.0,0.0,0.0,0.0
762240.0,170.0,300.0,4.8541536667e-06,538.756600965,0.0
762241.0,170.0,301.0,8.46921645233e-06,606.120760026,0.0
762242.0,170.0,302.0,1.41116372557e-05,488.543269646,0.0
762243.0,170.0,303.0,5.82575659304e-07,279.902781039,1.0
762244.0,170.0,304.0,1.50875254895e-06,91.4048675957,1.0
762245.0,170.0,305.0,9.739510973e-07,904.604086966,0.0
762246.0,170.0,306.0,0.0,0.0,0.0
762247.0,170.0,307.0,8.03369726205e-08,837.150935118,1.0
762248.0,170.0,308.0,1.92685770253e-06,42.6046726149,1.0
762249.0,170.0,309.0,1.61739295228e-06,417.759796103,1.0
762250.0,170.0,310.0,0.0,0.0,0.0
762251.0,170.0,311.0,0.0,0.0,0.0
762252.0,170.0,312.0,0.0,0.0,0.0
762253.0,170.0,313.0,0.0,0.0,0.0
762254.0,170.0,314.0,0.0,0.0,0.0
762255.0,170.0,315.0,0.0,0.0,0.0
762256.0,170.0,316.0,0.0,0.0,0.0
762257.0,170.0,317.0,0.0,0.0,0.0
762258.0,170.0,318.0,0.0,0.0,0.0
762259.0,170.0,319.0,0.0,0.0,0.0
762260.0,170.0,320.0,0.0,0.0,0.0
762261.0,170.0,321.0,0.0,0.0,0.0
762262.0,170.0,322.0,0.0,0.0,0.0
762263.0,170.0,323.0,2.49043925408e-05,517.273032118,0.0
762264.0,170.0,324.0,0.0,0.0,0.0
762265.0,170.0,325.0,0.0,0.0,0.0
762266.0,170.0,326.0,0.0,0.0,0.0
762267.0,170.0,327.0,0.0,0.0,0.0
762268.0,170.0,328.0,2.25597027068e-05,704.026024134,0.0
762269.0,170.0,329.0,2.67272442404e-05,797.822038937,0.0
762270.0,170.0,330.0,0.0,0.0,0.0
762271.0,170.0,331.0,0.0,0.0,0.0
762272.0,170.0,332.0,0.0,0.0,0.0
762273.0,170.0,333.0,0.0,0.0,0.0
762274.0,170.0,334.0,0.0,0.0,0.0
762275.0,170.0,335.0,7.58293006821e-06,531.884965911,0.0
762276.0,170.0,336.0,0.0,0.0,0.0
762277.0,170.0,337.0,0.0,0.0,0.0
762278.0,170.0,338.0,0.0,0.0,0.0
762279.0,170.0,339.0,0.0,0.0,0.0
762280.0,170.0,340.0,0.0,0.0,0.0
762281.0,170.0,341.0,0.0,0.0,0.0
762282.0,170.0,342.0,3.51069143434e-06,944.486586392,0.0
762283.0,170.0,343.0,1.7011897746e-05,978.874478561,0.0
762284.0,170.0,344.0,0.0,0.0,0.0
762285.0,170.0,345.0,3.51777230868e-05,198.723032638,0.0
762286.0,170.0,346.0,0.0,0.0,0.0
762287.0,170.0,347.0,0.0,0.0,0.0
762288.0,170.0,348.0,0.0,0.0,0.0
762289.0,170.0,349.0,0.0,0.0,0.0
762290.0,170.0,350.0,0.0,0.0,0.0
762291.0,170.0,351.0,0.0,0.0,0.0
762292.0,170.0,352.0,0.000492347226296,666.480105537,0.0
762293.0,170.0,353.0,8.88667635667e-07,151.17621868,0.0
762294.0,170.0,354.0,2.41196931024e-06,139.550275621,0.0
762295.0,170.0,355.0,2.0072998585e-06,1143.71842639,0.0
762296.0,170.0,356.0,1.11845465939e-06,139.024114342,0.0
762297.0,170.0,357.0,1.73758970197e-06,140.864317217,0.0
762298.0,170.0,358.0,1.87277317996e-06,1149.71399459,0.0
762299.0,170.0,359.0,5.73151958253e-07,513.119551321,0.0
762300.0,170.0,360.0,7.5154451006e-07,380.468259582,0.0
762301.0,170.0,361.0,1.13700835263e-06,1155.41346597,0.0
762302.0,170.0,362.0,2.026675286e-07,643.617138297,0.0
762303.0,170.0,363.0,0.0,0.0,0.0
762304.0,170.0,364.0,0.0,0.0,0.0
762305.0,170.0,365.0,0.0,0.0,0.0
762306.0,170.0,366.0,0.0,0.0,0.0
762307.0,170.0,367.0,0.0,0.0,0.0
762308.0,170.0,368.0,0.0,0.0,0.0
762309.0,170.0,369.0,0.0,0.0,0.0
762310.0,170.0,370.0,0.0,0.0,0.0
762311.0,170.0,371.0,0.0,0.0,0.0
762312.0,170.0,372.0,0.0,0.0,0.0
762313.0,170.0,373.0,0.0,0.0,0.0
762314.0,170.0,374.0,0.0,0.0,0.0
762315.0,170.0,375.0,0.0,0.0,0.0
762316.0,170.0,376.0,0.0,0.0,0.0
762317.0,170.0,377.0,0.0,0.0,0.0
762318.0,170.0,378.0,0.0,0.0,0.0
762319.0,170.0,379.0,0.0,0.0,0.0
762320.0,170.0,380.0,0.0,0.0,0.0
762321.0,170.0,381.0,0.0,0.0,0.0
762322.0,170.0,382.0,0.0,0.0,0.0
762323.0,170.0,383.0,0.0,0.0,0.0
762324.0,170.0,384.0,0.0,0.0,0.0
762325.0,170.0,385.0,0.0,0.0,0.0
762326.0,170.0,386.0,0.0,0.0,0.0
762327.0,170.0,387.0,0.0,0.0,0.0
762328.0,170.0,388.0,3.88164868196e-05,621.590025179,0.0
762329.0,170.0,389.0,1.37679622771e-05,560.77569679,0.0
762330.0,170.0,390.0,8.31287045338e-06,609.570470687,0.0
762331.0,170.0,391.0,3.14509252104e-05,1114.43371945,0.0
762332.0,170.0,392.0,0.0,0.0,0.0
762333.0,170.0,393.0,1.8858486661e-05,529.643481043,0.0
762334.0,170.0,394.0,0.0,0.0,0.0
762335.0,170.0,395.0,0.0,0.0,0.0
762336.0,170.0,396.0,0.0,0.0,0.0
762337.0,170.0,397.0,0.0,0.0,0.0
762338.0,170.0,398.0,0.0,0.0,0.0
762339.0,170.0,399.0,0.0,0.0,0.0
762340.0,170.0,400.0,0.0,0.0,0.0
762341.0,170.0,401.0,0.0,0.0,0.0
762342.0,170.0,402.0,0.0,0.0,0.0
762343.0,170.0,403.0,0.0,0.0,0.0
762344.0,170.0,404.0,0.0,0.0,0.0
762345.0,170.0,405.0,0.0,0.0,0.0
762346.0,170.0,406.0,0.0,0.0,0.0
762347.0,170.0,407.0,8.72786432699e-06,630.0,0.0
762348.0,170.0,408.0,8.13357375671e-05,398.0,0.0
762349.0,170.0,409.0,4.6639887608e-05,634.0,0.0
762350.0,170.0,410.0,0.0,0.0,0.0
762351.0,170.0,411.0,0.0,0.0,0.0
762352.0,170.0,412.0,0.0,0.0,0.0
762353.0,170.0,413.0,0.0,0.0,0.0
762354.0,170.0,414.0,0.0,0.0,0.0
762355.0,170.0,415.0,0.0,0.0,0.0
762356.0,170.0,416.0,0.0,0.0,0.0
762357.0,170.0,417.0,0.0,0.0,0.0
762358.0,170.0,418.0,0.0,0.0,0.0
762359.0,170.0,419.0,0.0,0.0,0.0
762360.0,170.0,420.0,0.0,0.0,0.0
762361.0,170.0,421.0,0.0,0.0,0.0
762362.0,170.0,422.0,0.0,0.0,0.0
762363.0,170.0,423.0,0.0,0.0,0.0
762364.0,170.0,424.0,0.0,0.0,0.0
762365.0,170.0,425.0,0.0,0.0,0.0
762366.0,170.0,426.0,0.0,0.0,0.0
762367.0,170.0,427.0,0.0,0.0,0.0
762368.0,170.0,428.0,1.17386540219e-06,50.3083284667,0.0
762369.0,170.0,429.0,3.11236922257e-07,107.461264648,0.0
762370.0,170.0,430.0,0.0,0.0,0.0
762371.0,170.0,431.0,0.0,0.0,0.0
762372.0,170.0,432.0,0.0,0.0,0.0
762373.0,170.0,433.0,0.0,0.0,0.0
762374.0,170.0,434.0,0.0,0.0,0.0
762375.0,170.0,435.0,2.95420353239e-05,570.17856205,0.0
762376.0,170.0,436.0,4.6158494947e-05,774.072824142,0.0
762377.0,170.0,437.0,0.0,0.0,0.0
762378.0,170.0,438.0,0.0,0.0,0.0
762379.0,170.0,439.0,0.0,0.0,0.0
762380.0,170.0,440.0,0.0,0.0,0.0
762381.0,170.0,441.0,0.0,0.0,0.0
762382.0,170.0,442.0,0.0,0.0,0.0
762383.0,170.0,443.0,0.0,0.0,0.0
762384.0,170.0,444.0,0.0,0.0,0.0
762385.0,170.0,445.0,0.0,0.0,0.0
762386.0,170.0,446.0,0.0,0.0,0.0
762387.0,170.0,447.0,0.0,0.0,0.0
762388.0,170.0,448.0,0.0,0.0,0.0
762389.0,170.0,449.0,2.15171235625e-05,588.157568634,0.0
762390.0,170.0,450.0,0.0,0.0,0.0
762391.0,170.0,451.0,0.0,0.0,0.0
762392.0,170.0,452.0,0.0,0.0,0.0
762393.0,170.0,453.0,0.0,0.0,0.0
762394.0,170.0,454.0,0.0,0.0,0.0
762395.0,170.0,455.0,0.0,0.0,0.0
762396.0,170.0,456.0,0.0,0.0,0.0
762397.0,170.0,457.0,0.0,0.0,0.0
762398.0,170.0,458.0,0.0,0.0,0.0
762399.0,170.0,459.0,0.0,0.0,0.0
762400.0,170.0,460.0,0.0,0.0,0.0
762401.0,170.0,461.0,0.0,0.0,0.0
762402.0,170.0,462.0,0.000273500413782,989.050709208,0.0
762403.0,170.0,463.0,0.00043563765367,975.114337473,0.0
762404.0,170.0,464.0,0.0,0.0,0.0
762405.0,170.0,465.0,0.0,0.0,0.0
762406.0,170.0,466.0,0.0,0.0,0.0
762407.0,170.0,467.0,0.0,0.0,0.0
762408.0,170.0,468.0,0.0,0.0,0.0
762409.0,170.0,469.0,0.0,0.0,0.0
762410.0,170.0,470.0,0.0,0.0,0.0
762411.0,170.0,471.0,0.0,0.0,0.0
762412.0,170.0,472.0,0.0,0.0,0.0
762413.0,170.0,473.0,0.0,0.0,0.0
762414.0,170.0,474.0,0.0,0.0,0.0
762415.0,170.0,475.0,0.0,0.0,0.0
762416.0,170.0,476.0,5.31830221804e-05,371.762343663,0.0
762417.0,170.0,477.0,0.0,0.0,0.0
762418.0,170.0,478.0,0.0,0.0,0.0
762419.0,170.0,479.0,0.0,0.0,0.0
762420.0,170.0,480.0,0.0,0.0,0.0
762421.0,170.0,481.0,0.0,0.0,0.0
762422.0,170.0,482.0,0.0,0.0,0.0
762423.0,170.0,483.0,0.0,0.0,0.0
762424.0,170.0,484.0,5.77841515681e-07,578.825049422,1.0
762425.0,170.0,485.0,2.47416157807e-06,11.9725665315,1.0
762426.0,170.0,486.0,1.44179233722e-06,300.174756092,1.0
762427.0,170.0,487.0,0.0,0.0,0.0
762428.0,170.0,488.0,0.0,0.0,0.0
762429.0,170.0,489.0,0.0,0.0,0.0
762430.0,170.0,490.0,0.0,0.0,0.0
762431.0,170.0,491.0,0.0,0.0,0.0
762432.0,170.0,492.0,0.0,0.0,0.0
762433.0,170.0,493.0,0.0,0.0,0.0
762434.0,170.0,494.0,0.0,0.0,0.0
762435.0,170.0,495.0,0.0,0.0,0.0
762436.0,170.0,496.0,0.0,0.0,0.0
762437.0,170.0,497.0,0.0,0.0,0.0
762438.0,170.0,498.0,0.0,0.0,0.0
